('M0P1', 'M0P2') [[30.496181]]
('N78', 'N242') [[16.870964]]
('N91', 'N176') [[16.87093]]
('N112', 'N165') [[16.870913]]
('N65', 'N130') [[16.870909]]
('N99', 'N158') [[16.870893]]
('N42', 'N220') [[16.870865]]
('N98', 'N237') [[16.870861]]
('N6', 'N11') [[16.870857]]
('N2', 'N217') [[16.870817]]
('N134', 'N154') [[16.870644]]
('N51', 'N202') [[16.870644]]
('N117', 'N128') [[16.870605]]
('N149', 'N221') [[16.870434]]
('N4', 'N123') [[16.870428]]
('N42', 'N150') [[16.87038]]
('N124', 'N222') [[16.87018]]
('N2', 'N219') [[16.870134]]
('N117', 'N144') [[16.870123]]
('N84', 'N209') [[16.870106]]
('N48', 'N175') [[16.870045]]
('N44', 'N165') [[16.870033]]
('N134', 'N149') [[16.869995]]
('N0', 'N15') [[16.869968]]
('N0', 'N241') [[16.869967]]
('N171', 'N221') [[16.869944]]
('N232', 'N234') [[16.86985]]
('N45', 'N171') [[16.869812]]
('N130', 'N170') [[16.869802]]
('N218', 'N241') [[16.869717]]
('N84', 'N179') [[16.86953]]
('N76', 'N124') [[16.869518]]
('N210', 'N215') [[16.86912]]
('N24', 'N206') [[16.869028]]
('N175', 'N252') [[16.869017]]
('N30', 'N211') [[16.869]]
('N81', 'N201') [[16.868994]]
('N161', 'N210') [[16.868946]]
('N68', 'N111') [[16.868847]]
('N48', 'N90') [[16.868835]]
('N8', 'N170') [[16.868792]]
('N117', 'N131') [[16.868689]]
('N136', 'N243') [[16.868664]]
('N56', 'N97') [[16.868505]]
('N41', 'N80') [[16.8685]]
('N6', 'N120') [[16.868483]]
('N86', 'N216') [[16.868473]]
('N83', 'N158') [[16.8684]]
('N108', 'N251') [[16.868382]]
('N10', 'N45') [[16.868286]]
('N5', 'N21') [[16.868254]]
('N145', 'N202') [[16.868172]]
('N94', 'N178') [[16.868034]]
('N170', 'N223') [[16.867998]]
('N125', 'N165') [[16.867968]]
('N8', 'N95') [[16.8679]]
('N153', 'N229') [[16.867834]]
('N60', 'N208') [[16.867638]]
('N204', 'N217') [[16.8676]]
('N64', 'N120') [[16.867558]]
('N99', 'N210') [[16.867493]]
('N223', 'N242') [[16.867468]]
('N150', 'N183') [[16.867414]]
('N101', 'N240') [[16.867323]]
('N84', 'N90') [[16.867262]]
('N83', 'N89') [[16.867233]]
('N100', 'N249') [[16.867098]]
('N124', 'N144') [[16.867058]]
('N160', 'N203') [[16.866995]]
('N36', 'N133') [[16.866932]]
('N23', 'N199') [[16.866901]]
('N32', 'N62') [[16.866762]]
('N60', 'N183') [[16.866753]]
('N23', 'N140') [[16.866724]]
('N9', 'N219') [[16.866663]]
('N186', 'N253') [[16.866623]]
('N32', 'N44') [[16.8666]]
('N74', 'N140') [[16.86657]]
('N69', 'N217') [[16.866556]]
('N15', 'N207') [[16.866426]]
('N50', 'N215') [[16.866425]]
('N43', 'N125') [[16.866365]]
('N10', 'N107') [[16.866362]]
('N9', 'N11') [[16.866209]]
('N174', 'N243') [[16.866076]]
('N3', 'N91') [[16.866058]]
('N38', 'N89') [[16.865992]]
('N13', 'N242') [[16.865742]]
('N71', 'N141') [[16.865702]]
('N7', 'N103') [[16.865648]]
('N214', 'N246') [[16.865616]]
('N37', 'N160') [[16.865532]]
('N135', 'N144') [[16.865454]]
('N178', 'N235') [[16.865395]]
('N110', 'N158') [[16.865387]]
('N117', 'N228') [[16.865364]]
('N12', 'N84') [[16.86534]]
('N110', 'N239') [[16.865204]]
('N60', 'N178') [[16.865143]]
('N132', 'N167') [[16.864986]]
('N41', 'N215') [[16.864965]]
('N79', 'N132') [[16.864927]]
('N185', 'N204') [[16.864918]]
('N44', 'N87') [[16.86488]]
('N131', 'N144') [[16.86482]]
('N181', 'N236') [[16.864819]]
('N28', 'N55') [[16.864777]]
('N5', 'N114') [[16.864466]]
('N155', 'N163') [[16.864407]]
('N77', 'N113') [[16.86439]]
('N41', 'N244') [[16.864277]]
('N104', 'N107') [[16.864275]]
('N0', 'N86') [[16.864265]]
('N95', 'N208') [[16.86412]]
('N10', 'N103') [[16.864002]]
('N101', 'N138') [[16.86397]]
('N134', 'N171') [[16.863966]]
('N104', 'N205') [[16.863953]]
('N151', 'N165') [[16.86392]]
('N85', 'N104') [[16.863827]]
('N177', 'N193') [[16.86379]]
('N164', 'N228') [[16.863766]]
('N130', 'N189') [[16.86372]]
('N168', 'N204') [[16.863699]]
('N87', 'N89') [[16.863531]]
('N5', 'N43') [[16.863453]]
('N13', 'N95') [[16.863373]]
('N77', 'N243') [[16.863361]]
('N87', 'N228') [[16.86336]]
('N41', 'N162') [[16.863287]]
('N193', 'N251') [[16.86325]]
('N9', 'N56') [[16.863226]]
('N217', 'N223') [[16.863222]]
('N40', 'N220') [[16.863213]]
('N25', 'N84') [[16.863194]]
('N156', 'N224') [[16.863167]]
('N169', 'N211') [[16.863165]]
('N91', 'N175') [[16.863163]]
('N133', 'N153') [[16.86316]]
('N57', 'N239') [[16.86308]]
('N112', 'N227') [[16.863077]]
('N10', 'N135') [[16.863064]]
('N133', 'N140') [[16.863037]]
('N7', 'N86') [[16.863028]]
('N86', 'N228') [[16.862976]]
('N107', 'N113') [[16.862923]]
('N86', 'N211') [[16.862823]]
('N178', 'N192') [[16.86278]]
('N117', 'N200') [[16.86271]]
('N10', 'N94') [[16.862658]]
('N96', 'N226') [[16.862644]]
('N63', 'N212') [[16.862629]]
('N40', 'N77') [[16.862621]]
('N94', 'N112') [[16.862532]]
('N2', 'N4') [[16.862467]]
('N98', 'N122') [[16.862408]]
('N171', 'N213') [[16.862396]]
('N111', 'N144') [[16.862299]]
('N220', 'N232') [[16.862234]]
('N84', 'N144') [[16.862097]]
('N70', 'N183') [[16.862059]]
('N53', 'N111') [[16.862047]]
('N145', 'N146') [[16.862032]]
('N17', 'N175') [[16.861935]]
('N164', 'N205') [[16.861853]]
('N84', 'N249') [[16.86185]]
('N14', 'N90') [[16.861845]]
('N161', 'N189') [[16.861814]]
('N217', 'N252') [[16.8618]]
('N38', 'N65') [[16.861773]]
('N155', 'N178') [[16.861769]]
('N27', 'N158') [[16.861462]]
('N2', 'N90') [[16.861458]]
('N33', 'N94') [[16.86142]]
('N149', 'N200') [[16.86133]]
('N221', 'N228') [[16.86129]]
('N15', 'N51') [[16.861273]]
('N113', 'N141') [[16.861156]]
('N32', 'N47') [[16.861135]]
('N141', 'N204') [[16.861132]]
('N100', 'N140') [[16.861113]]
('N140', 'N252') [[16.861055]]
('N29', 'N45') [[16.860985]]
('N49', 'N109') [[16.860983]]
('N64', 'N72') [[16.860817]]
('N77', 'N144') [[16.860607]]
('N47', 'N59') [[16.860596]]
('N90', 'N217') [[16.86059]]
('N13', 'N154') [[16.860373]]
('N221', 'N244') [[16.8603]]
('N5', 'N66') [[16.860155]]
('N44', 'N105') [[16.860098]]
('N71', 'N201') [[16.86009]]
('N99', 'N161') [[16.859978]]
('N167', 'N252') [[16.859943]]
('N69', 'N253') [[16.85982]]
('N98', 'N225') [[16.859802]]
('N35', 'N185') [[16.859758]]
('N24', 'N215') [[16.85974]]
('N170', 'N215') [[16.859707]]
('N218', 'N250') [[16.859623]]
('N66', 'N72') [[16.85961]]
('N77', 'N99') [[16.859528]]
('N41', 'N137') [[16.859488]]
('N140', 'N145') [[16.859484]]
('N101', 'N193') [[16.859394]]
('N189', 'N204') [[16.859386]]
('N177', 'N211') [[16.859255]]
('N119', 'N149') [[16.859247]]
('N146', 'N251') [[16.859245]]
('N52', 'N97') [[16.85924]]
('N51', 'N112') [[16.859161]]
('N64', 'N159') [[16.859158]]
('N107', 'N244') [[16.859093]]
('N47', 'N180') [[16.859072]]
('N34', 'N113') [[16.859062]]
('N146', 'N147') [[16.859049]]
('N0', 'N122') [[16.859024]]
('N71', 'N147') [[16.858921]]
('N114', 'N218') [[16.858889]]
('N97', 'N230') [[16.85886]]
('N46', 'N125') [[16.858833]]
('N47', 'N53') [[16.858658]]
('N22', 'N37') [[16.858654]]
('N87', 'N162') [[16.858646]]
('N171', 'N179') [[16.858643]]
('N127', 'N220') [[16.858536]]
('N65', 'N133') [[16.858475]]
('N41', 'N111') [[16.85837]]
('N155', 'N162') [[16.858313]]
('N23', 'N170') [[16.858244]]
('N48', 'N115') [[16.858202]]
('N59', 'N154') [[16.858154]]
('N101', 'N177') [[16.858131]]
('N76', 'N128') [[16.858091]]
('N94', 'N208') [[16.858063]]
('N182', 'N238') [[16.857944]]
('N80', 'N160') [[16.857927]]
('N108', 'N175') [[16.857874]]
('N2', 'N81') [[16.85784]]
('N184', 'N237') [[16.857758]]
('N25', 'N217') [[16.857668]]
('N151', 'N153') [[16.857487]]
('N42', 'N91') [[16.85746]]
('N37', 'N60') [[16.85741]]
('N95', 'N162') [[16.857397]]
('N97', 'N175') [[16.857216]]
('N41', 'N122') [[16.85721]]
('N36', 'N233') [[16.857086]]
('N31', 'N71') [[16.85701]]
('N155', 'N243') [[16.85687]]
('N78', 'N108') [[16.856838]]
('N103', 'N246') [[16.856735]]
('N124', 'N252') [[16.85668]]
('N79', 'N98') [[16.85647]]
('N97', 'N114') [[16.856354]]
('N50', 'N92') [[16.856342]]
('N170', 'N180') [[16.856325]]
('N54', 'N161') [[16.856289]]
('N101', 'N134') [[16.85624]]
('N50', 'N137') [[16.856134]]
('N89', 'N153') [[16.856112]]
('N165', 'N223') [[16.856087]]
('N50', 'N146') [[16.85607]]
('N29', 'N50') [[16.856054]]
('N187', 'N234') [[16.856026]]
('N10', 'N123') [[16.855982]]
('N2', 'N15') [[16.855965]]
('N211', 'N212') [[16.855545]]
('N3', 'N45') [[16.85553]]
('N52', 'N186') [[16.855455]]
('N161', 'N246') [[16.855446]]
('N15', 'N97') [[16.855284]]
('N12', 'N215') [[16.85522]]
('N1', 'N232') [[16.855202]]
('N107', 'N169') [[16.85516]]
('N43', 'N92') [[16.855148]]
('N108', 'N231') [[16.85513]]
('N197', 'N253') [[16.855074]]
('N153', 'N227') [[16.855057]]
('N43', 'N137') [[16.85498]]
('N163', 'N240') [[16.854887]]
('N8', 'N201') [[16.854849]]
('N4', 'N82') [[16.854843]]
('N80', 'N186') [[16.854836]]
('N32', 'N193') [[16.85468]]
('N71', 'N240') [[16.854628]]
('N145', 'N233') [[16.854538]]
('N38', 'N87') [[16.854465]]
('N22', 'N101') [[16.854458]]
('N147', 'N233') [[16.85443]]
('N85', 'N102') [[16.854353]]
('N20', 'N72') [[16.854332]]
('N167', 'N195') [[16.854322]]
('N111', 'N252') [[16.854303]]
('N113', 'N123') [[16.854296]]
('N46', 'N159') [[16.854282]]
('N89', 'N157') [[16.854034]]
('N130', 'N238') [[16.853985]]
('N78', 'N247') [[16.853947]]
('N33', 'N141') [[16.853947]]
('N137', 'N234') [[16.853931]]
('N215', 'N243') [[16.853916]]
('N8', 'N178') [[16.853844]]
('N83', 'N113') [[16.85373]]
('N98', 'N117') [[16.853653]]
('N128', 'N135') [[16.853626]]
('N36', 'N252') [[16.853605]]
('N211', 'N226') [[16.853554]]
('N31', 'N75') [[16.853493]]
('N117', 'N211') [[16.853216]]
('N142', 'N161') [[16.853117]]
('N183', 'N188') [[16.85308]]
('N8', 'N25') [[16.85298]]
('N46', 'N119') [[16.852945]]
('N68', 'N119') [[16.852942]]
('N218', 'N219') [[16.852928]]
('N138', 'N187') [[16.852898]]
('N160', 'N161') [[16.852737]]
('N154', 'N183') [[16.852636]]
('N124', 'N168') [[16.852503]]
('N71', 'N114') [[16.85248]]
('N10', 'N212') [[16.852478]]
('N25', 'N133') [[16.852432]]
('N184', 'N200') [[16.852345]]
('N66', 'N145') [[16.852262]]
('N129', 'N212') [[16.852228]]
('N95', 'N186') [[16.852167]]
('N130', 'N252') [[16.852123]]
('N188', 'N221') [[16.852108]]
('N222', 'N242') [[16.852066]]
('N71', 'N165') [[16.852037]]
('N65', 'N253') [[16.851812]]
('N214', 'N249') [[16.851807]]
('N17', 'N128') [[16.851736]]
('N138', 'N189') [[16.851717]]
('N1', 'N116') [[16.851707]]
('N103', 'N138') [[16.851671]]
('N17', 'N47') [[16.851652]]
('N100', 'N252') [[16.851608]]
('N112', 'N217') [[16.851526]]
('N3', 'N8') [[16.851437]]
('N60', 'N96') [[16.851418]]
('N216', 'N225') [[16.85139]]
('N203', 'N206') [[16.85132]]
('N35', 'N154') [[16.851254]]
('N14', 'N30') [[16.851152]]
('N76', 'N237') [[16.851065]]
('N76', 'N96') [[16.851059]]
('N2', 'N205') [[16.851057]]
('N42', 'N253') [[16.851046]]
('N60', 'N127') [[16.850996]]
('N71', 'N175') [[16.850977]]
('N111', 'N188') [[16.850874]]
('N16', 'N71') [[16.850756]]
('N93', 'N141') [[16.8506]]
('N79', 'N194') [[16.85057]]
('N13', 'N167') [[16.850506]]
('N78', 'N246') [[16.85036]]
('N1', 'N124') [[16.850237]]
('N70', 'N220') [[16.850206]]
('N8', 'N146') [[16.850084]]
('N37', 'N128') [[16.850075]]
('N174', 'N219') [[16.850025]]
('N142', 'N160') [[16.849792]]
('N34', 'N71') [[16.84975]]
('N158', 'N211') [[16.849733]]
('N54', 'N109') [[16.8497]]
('N3', 'N94') [[16.849674]]
('N43', 'N157') [[16.849648]]
('N132', 'N242') [[16.849503]]
('N117', 'N170') [[16.849464]]
('N67', 'N90') [[16.849457]]
('N117', 'N206') [[16.849455]]
('N29', 'N113') [[16.849354]]
('N30', 'N244') [[16.849329]]
('N74', 'N253') [[16.849308]]
('N180', 'N218') [[16.84926]]
('N26', 'N44') [[16.849197]]
('N114', 'N146') [[16.849083]]
('N137', 'N217') [[16.849043]]
('N158', 'N252') [[16.848995]]
('N66', 'N76') [[16.848948]]
('N137', 'N192') [[16.84875]]
('N5', 'N218') [[16.848734]]
('N34', 'N119') [[16.848612]]
('N27', 'N244') [[16.848557]]
('N171', 'N249') [[16.84855]]
('N108', 'N126') [[16.848518]]
('N26', 'N70') [[16.848495]]
('N111', 'N191') [[16.848389]]
('N78', 'N159') [[16.848248]]
('N123', 'N225') [[16.848087]]
('N40', 'N109') [[16.84808]]
('N6', 'N211') [[16.848047]]
('N42', 'N145') [[16.847977]]
('N30', 'N187') [[16.847973]]
('N236', 'N237') [[16.84796]]
('N9', 'N249') [[16.847906]]
('N10', 'N245') [[16.847885]]
('N27', 'N113') [[16.847874]]
('N52', 'N178') [[16.847866]]
('N1', 'N65') [[16.847858]]
('N38', 'N75') [[16.847773]]
('N1', 'N217') [[16.847696]]
('N137', 'N210') [[16.8476]]
('N92', 'N110') [[16.84749]]
('N21', 'N194') [[16.847359]]
('N81', 'N190') [[16.847277]]
('N49', 'N75') [[16.847273]]
('N15', 'N18') [[16.847185]]
('N171', 'N217') [[16.847178]]
('N112', 'N167') [[16.84712]]
('N83', 'N181') [[16.84712]]
('N107', 'N141') [[16.84711]]
('N147', 'N234') [[16.847078]]
('N51', 'N164') [[16.846992]]
('N153', 'N159') [[16.846987]]
('N100', 'N167') [[16.846975]]
('N124', 'N251') [[16.84691]]
('N33', 'N220') [[16.846905]]
('N3', 'N212') [[16.84683]]
('N131', 'N136') [[16.846575]]
('N94', 'N161') [[16.846407]]
('N14', 'N161') [[16.846397]]
('N93', 'N120') [[16.846384]]
('N17', 'N253') [[16.846354]]
('N58', 'N205') [[16.84635]]
('N125', 'N238') [[16.846327]]
('N117', 'N118') [[16.846313]]
('N122', 'N202') [[16.846212]]
('N232', 'N236') [[16.846195]]
('N50', 'N51') [[16.84615]]
('N98', 'N231') [[16.84602]]
('N125', 'N190') [[16.845976]]
('N80', 'N169') [[16.845972]]
('N14', 'N165') [[16.84592]]
('N163', 'N208') [[16.845905]]
('N4', 'N137') [[16.845875]]
('N228', 'N250') [[16.845749]]
('N161', 'N213') [[16.845644]]
('N2', 'N95') [[16.845627]]
('N38', 'N214') [[16.845623]]
('N193', 'N195') [[16.845608]]
('N33', 'N228') [[16.845592]]
('N103', 'N204') [[16.845442]]
('N51', 'N84') [[16.845383]]
('N47', 'N151') [[16.845325]]
('N64', 'N84') [[16.84522]]
('N93', 'N149') [[16.845219]]
('N30', 'N114') [[16.845188]]
('N86', 'N206') [[16.845112]]
('N29', 'N237') [[16.845095]]
('N28', 'N174') [[16.845068]]
('N27', 'N250') [[16.845024]]
('N30', 'N117') [[16.845015]]
('N141', 'N154') [[16.84483]]
('N133', 'N204') [[16.844788]]
('N35', 'N44') [[16.844767]]
('N156', 'N157') [[16.844759]]
('N4', 'N184') [[16.844679]]
('N35', 'N87') [[16.844568]]
('N33', 'N249') [[16.844515]]
('N221', 'N237') [[16.844448]]
('N28', 'N102') [[16.844439]]
('N90', 'N158') [[16.844416]]
('N80', 'N83') [[16.844297]]
('N19', 'N112') [[16.844252]]
('N7', 'N109') [[16.844162]]
('N136', 'N157') [[16.84415]]
('N23', 'N81') [[16.844091]]
('N49', 'N60') [[16.843964]]
('N141', 'N209') [[16.843952]]
('N28', 'N42') [[16.843863]]
('N26', 'N131') [[16.843693]]
('N114', 'N211') [[16.843685]]
('N130', 'N146') [[16.843658]]
('N94', 'N188') [[16.84342]]
('N101', 'N208') [[16.843367]]
('N171', 'N247') [[16.843359]]
('N93', 'N148') [[16.84333]]
('N13', 'N119') [[16.843264]]
('N136', 'N171') [[16.843164]]
('N52', 'N195') [[16.843119]]
('N57', 'N72') [[16.843102]]
('N138', 'N213') [[16.843086]]
('N108', 'N200') [[16.842985]]
('N66', 'N253') [[16.842772]]
('N36', 'N219') [[16.84276]]
('N167', 'N246') [[16.84275]]
('N79', 'N253') [[16.842676]]
('N148', 'N197') [[16.842627]]
('N1', 'N118') [[16.842466]]
('N5', 'N183') [[16.842424]]
('N160', 'N163') [[16.842321]]
('N102', 'N186') [[16.842287]]
('N71', 'N237') [[16.842276]]
('N26', 'N52') [[16.842201]]
('N127', 'N191') [[16.84212]]
('N130', 'N164') [[16.842115]]
('N28', 'N93') [[16.841982]]
('N36', 'N69') [[16.841911]]
('N35', 'N250') [[16.841825]]
('N11', 'N240') [[16.841825]]
('N207', 'N250') [[16.841822]]
('N79', 'N151') [[16.841766]]
('N28', 'N59') [[16.841726]]
('N122', 'N163') [[16.841703]]
('N125', 'N234') [[16.841618]]
('N6', 'N183') [[16.84149]]
('N70', 'N142') [[16.841448]]
('N59', 'N118') [[16.841434]]
('N82', 'N221') [[16.841309]]
('N33', 'N225') [[16.841246]]
('N15', 'N94') [[16.841167]]
('N115', 'N147') [[16.840979]]
('N31', 'N78') [[16.840908]]
('N166', 'N249') [[16.840899]]
('N25', 'N209') [[16.840893]]
('N190', 'N234') [[16.840866]]
('N137', 'N232') [[16.840864]]
('N171', 'N235') [[16.840849]]
('N42', 'N62') [[16.840847]]
('N16', 'N24') [[16.840708]]
('N180', 'N236') [[16.840681]]
('N9', 'N101') [[16.840645]]
('N11', 'N204') [[16.840624]]
('N186', 'N233') [[16.840607]]
('N8', 'N96') [[16.840525]]
('N55', 'N108') [[16.840511]]
('N26', 'N160') [[16.840475]]
('N138', 'N220') [[16.840464]]
('N83', 'N186') [[16.84034]]
('N171', 'N233') [[16.840298]]
('N85', 'N108') [[16.840206]]
('N5', 'N229') [[16.84018]]
('N169', 'N236') [[16.840147]]
('N36', 'N244') [[16.84011]]
('N51', 'N187') [[16.839977]]
('N27', 'N242') [[16.839893]]
('N47', 'N115') [[16.839882]]
('N169', 'N212') [[16.839767]]
('N87', 'N212') [[16.839764]]
('N149', 'N232') [[16.839737]]
('N130', 'N220') [[16.839676]]
('N139', 'N213') [[16.83967]]
('N243', 'N244') [[16.839558]]
('N134', 'N190') [[16.83951]]
('N133', 'N217') [[16.839508]]
('N122', 'N232') [[16.839478]]
('N218', 'N243') [[16.839367]]
('N15', 'N163') [[16.839361]]
('N1', 'N97') [[16.839338]]
('N5', 'N62') [[16.83932]]
('N145', 'N175') [[16.839308]]
('N35', 'N72') [[16.839262]]
('N212', 'N217') [[16.839226]]
('N159', 'N192') [[16.839167]]
('N13', 'N91') [[16.839153]]
('N27', 'N169') [[16.839067]]
('N78', 'N195') [[16.838932]]
('N25', 'N227') [[16.83892]]
('N122', 'N157') [[16.838825]]
('N69', 'N134') [[16.838781]]
('N104', 'N246') [[16.838745]]
('N13', 'N174') [[16.838629]]
('N6', 'N154') [[16.838621]]
('N78', 'N190') [[16.838587]]
('N33', 'N163') [[16.83858]]
('N18', 'N121') [[16.838478]]
('N146', 'N221') [[16.838408]]
('N237', 'N251') [[16.838392]]
('N41', 'N136') [[16.838388]]
('N160', 'N244') [[16.838373]]
('N64', 'N112') [[16.838356]]
('N49', 'N124') [[16.838202]]
('N155', 'N192') [[16.838171]]
('N160', 'N251') [[16.83805]]
('N30', 'N223') [[16.837969]]
('N5', 'N210') [[16.837824]]
('N148', 'N236') [[16.837765]]
('N40', 'N113') [[16.83774]]
('N30', 'N175') [[16.83773]]
('N25', 'N75') [[16.837717]]
('N21', 'N84') [[16.837671]]
('N46', 'N93') [[16.837637]]
('N1', 'N253') [[16.837576]]
('N14', 'N210') [[16.83746]]
('N10', 'N98') [[16.837444]]
('N12', 'N57') [[16.83735]]
('N183', 'N246') [[16.837246]]
('N24', 'N105') [[16.837168]]
('N46', 'N140') [[16.8371]]
('N43', 'N203') [[16.837091]]
('N30', 'N90') [[16.837057]]
('N45', 'N135') [[16.836922]]
('N23', 'N38') [[16.836899]]
('N71', 'N184') [[16.8368]]
('N44', 'N74') [[16.836763]]
('N81', 'N141') [[16.836735]]
('N192', 'N195') [[16.83663]]
('N6', 'N123') [[16.836555]]
('N60', 'N217') [[16.836493]]
('N94', 'N202') [[16.836472]]
('N43', 'N79') [[16.836422]]
('N34', 'N49') [[16.8364]]
('N72', 'N111') [[16.836384]]
('N24', 'N252') [[16.836367]]
('N15', 'N235') [[16.836227]]
('N95', 'N121') [[16.836184]]
('N83', 'N244') [[16.83614]]
('N21', 'N111') [[16.83611]]
('N49', 'N83') [[16.836071]]
('N91', 'N100') [[16.8359]]
('N52', 'N224') [[16.835857]]
('N113', 'N223') [[16.83581]]
('N178', 'N226') [[16.835802]]
('N63', 'N132') [[16.835762]]
('N211', 'N213') [[16.835735]]
('N174', 'N214') [[16.83573]]
('N57', 'N217') [[16.835718]]
('N46', 'N200') [[16.835712]]
('N89', 'N171') [[16.835638]]
('N192', 'N251') [[16.835323]]
('N61', 'N109') [[16.835274]]
('N107', 'N246') [[16.83527]]
('N185', 'N200') [[16.835226]]
('N87', 'N183') [[16.83512]]
('N188', 'N243') [[16.835115]]
('N27', 'N148') [[16.835058]]
('N28', 'N208') [[16.835035]]
('N41', 'N49') [[16.83498]]
('N76', 'N101') [[16.834919]]
('N178', 'N245') [[16.834856]]
('N75', 'N227') [[16.834837]]
('N0', 'N82') [[16.834766]]
('N169', 'N195') [[16.834747]]
('N43', 'N45') [[16.8347]]
('N102', 'N221') [[16.834642]]
('N19', 'N179') [[16.834543]]
('N174', 'N196') [[16.834524]]
('N9', 'N83') [[16.834503]]
('N137', 'N154') [[16.834429]]
('N67', 'N211') [[16.834404]]
('N9', 'N85') [[16.834335]]
('N84', 'N200') [[16.834326]]
('N40', 'N237') [[16.834278]]
('N15', 'N222') [[16.834234]]
('N62', 'N130') [[16.834118]]
('N116', 'N171') [[16.834082]]
('N48', 'N234') [[16.834053]]
('N110', 'N173') [[16.83401]]
('N49', 'N50') [[16.833973]]
('N127', 'N152') [[16.833956]]
('N7', 'N77') [[16.833937]]
('N89', 'N170') [[16.83386]]
('N172', 'N206') [[16.833755]]
('N214', 'N215') [[16.833494]]
('N27', 'N38') [[16.833487]]
('N29', 'N149') [[16.833479]]
('N7', 'N97') [[16.833479]]
('N49', 'N213') [[16.833397]]
('N129', 'N209') [[16.833372]]
('N41', 'N84') [[16.833292]]
('N29', 'N174') [[16.833208]]
('N72', 'N161') [[16.833197]]
('N18', 'N149') [[16.833187]]
('N114', 'N132') [[16.83315]]
('N37', 'N133') [[16.832952]]
('N77', 'N189') [[16.83292]]
('N51', 'N109') [[16.832842]]
('N118', 'N171') [[16.832766]]
('N159', 'N240') [[16.832748]]
('N62', 'N126') [[16.832703]]
('N78', 'N146') [[16.832546]]
('N33', 'N243') [[16.832544]]
('N13', 'N244') [[16.832521]]
('N91', 'N117') [[16.832394]]
('N100', 'N191') [[16.832388]]
('N46', 'N162') [[16.83231]]
('N46', 'N82') [[16.832285]]
('N26', 'N166') [[16.832159]]
('N113', 'N130') [[16.83215]]
('N46', 'N49') [[16.832148]]
('N10', 'N53') [[16.832115]]
('N213', 'N221') [[16.83205]]
('N147', 'N210') [[16.83205]]
('N10', 'N140') [[16.832045]]
('N12', 'N44') [[16.832026]]
('N81', 'N82') [[16.831987]]
('N52', 'N103') [[16.831879]]
('N65', 'N242') [[16.831717]]
('N35', 'N46') [[16.831697]]
('N1', 'N41') [[16.831696]]
('N27', 'N141') [[16.831413]]
('N69', 'N149') [[16.831371]]
('N10', 'N82') [[16.831224]]
('N13', 'N133') [[16.831194]]
('N27', 'N235') [[16.83103]]
('N67', 'N112') [[16.831028]]
('N12', 'N47') [[16.831028]]
('N51', 'N209') [[16.830996]]
('N191', 'N213') [[16.830942]]
('N63', 'N155') [[16.830856]]
('N10', 'N250') [[16.830841]]
('N129', 'N179') [[16.830713]]
('N52', 'N253') [[16.830688]]
('N23', 'N50') [[16.830576]]
('N85', 'N216') [[16.830486]]
('N3', 'N97') [[16.830254]]
('N172', 'N236') [[16.830223]]
('N130', 'N187') [[16.830181]]
('N146', 'N222') [[16.83018]]
('N182', 'N194') [[16.830135]]
('N29', 'N221') [[16.830109]]
('N50', 'N223') [[16.830055]]
('N81', 'N136') [[16.830023]]
('N95', 'N205') [[16.83]]
('N8', 'N102') [[16.829987]]
('N175', 'N179') [[16.829979]]
('N24', 'N40') [[16.829967]]
('N81', 'N89') [[16.829962]]
('N65', 'N200') [[16.829933]]
('N57', 'N151') [[16.829845]]
('N210', 'N240') [[16.829813]]
('N15', 'N134') [[16.829683]]
('N44', 'N137') [[16.829607]]
('N20', 'N42') [[16.829554]]
('N50', 'N65') [[16.829512]]
('N138', 'N154') [[16.829422]]
