('M0P1', 'M0P2') [[39.81325]]
('N104', 'N215') [[17.799467]]
('N108', 'N162') [[17.799423]]
('N26', 'N74') [[17.799416]]
('N18', 'N29') [[17.7994]]
('N108', 'N125') [[17.79926]]
('N3', 'N192') [[17.799189]]
('N119', 'N167') [[17.79915]]
('N80', 'N200') [[17.799044]]
('N132', 'N197') [[17.798908]]
('N35', 'N148') [[17.798744]]
('N1', 'N21') [[17.798645]]
('N138', 'N211') [[17.798613]]
('N137', 'N233') [[17.798342]]
('N44', 'N160') [[17.798306]]
('N27', 'N220') [[17.798155]]
('N54', 'N136') [[17.79815]]
('N54', 'N100') [[17.798073]]
('N150', 'N223') [[17.797945]]
('N32', 'N135') [[17.797903]]
('N21', 'N59') [[17.797792]]
('N66', 'N175') [[17.797733]]
('N110', 'N181') [[17.79772]]
('N22', 'N166') [[17.7977]]
('N26', 'N247') [[17.797699]]
('N100', 'N106') [[17.797516]]
('N92', 'N200') [[17.7974]]
('N131', 'N213') [[17.797026]]
('N39', 'N150') [[17.79702]]
('N135', 'N140') [[17.79694]]
('N55', 'N217') [[17.796694]]
('N70', 'N137') [[17.796276]]
('N17', 'N123') [[17.796194]]
('N166', 'N180') [[17.796158]]
('N133', 'N199') [[17.796135]]
('N72', 'N100') [[17.795967]]
('N94', 'N100') [[17.795862]]
('N113', 'N211') [[17.79572]]
('N121', 'N149') [[17.795624]]
('N34', 'N222') [[17.79558]]
('N167', 'N190') [[17.795341]]
('N33', 'N150') [[17.795341]]
('N126', 'N247') [[17.795012]]
('N75', 'N118') [[17.794939]]
('N150', 'N229') [[17.794914]]
('N64', 'N198') [[17.794733]]
('N153', 'N162') [[17.79469]]
('N89', 'N204') [[17.794678]]
('N85', 'N242') [[17.794632]]
('N110', 'N151') [[17.794287]]
('N126', 'N180') [[17.794252]]
('N32', 'N91') [[17.794235]]
('N34', 'N79') [[17.794191]]
('N174', 'N196') [[17.793995]]
('N60', 'N96') [[17.793974]]
('N27', 'N212') [[17.793777]]
('N115', 'N145') [[17.79359]]
('N14', 'N184') [[17.793564]]
('N198', 'N211') [[17.793491]]
('N136', 'N209') [[17.793486]]
('N83', 'N140') [[17.793179]]
('N17', 'N203') [[17.79316]]
('N75', 'N120') [[17.7931]]
('N39', 'N253') [[17.793015]]
('N80', 'N138') [[17.792994]]
('N26', 'N136') [[17.792912]]
('N22', 'N76') [[17.792868]]
('N11', 'N207') [[17.792767]]
('N183', 'N214') [[17.792734]]
('N147', 'N253') [[17.792723]]
('N54', 'N62') [[17.792643]]
('N8', 'N208') [[17.792639]]
('N74', 'N76') [[17.792622]]
('N68', 'N136') [[17.792568]]
('N79', 'N168') [[17.79252]]
('N16', 'N88') [[17.792433]]
('N46', 'N215') [[17.792316]]
('N174', 'N197') [[17.79225]]
('N3', 'N108') [[17.79208]]
('N76', 'N140') [[17.792019]]
('N14', 'N220') [[17.792019]]
('N1', 'N133') [[17.791979]]
('N153', 'N213') [[17.79196]]
('N85', 'N142') [[17.79191]]
('N7', 'N11') [[17.791908]]
('N183', 'N209') [[17.79184]]
('N6', 'N75') [[17.791819]]
('N41', 'N209') [[17.791754]]
('N59', 'N249') [[17.791561]]
('N161', 'N167') [[17.79153]]
('N119', 'N191') [[17.791069]]
('N93', 'N190') [[17.791052]]
('N144', 'N205') [[17.791037]]
('N46', 'N100') [[17.791035]]
('N69', 'N174') [[17.790922]]
('N101', 'N167') [[17.790884]]
('N29', 'N217') [[17.790665]]
('N154', 'N160') [[17.79066]]
('N91', 'M0P1') [[17.790497]]
('N3', 'N52') [[17.790453]]
('N181', 'N191') [[17.790438]]
('N65', 'N188') [[17.790367]]
('N57', 'N93') [[17.790165]]
('N170', 'N197') [[17.790085]]
('N113', 'N153') [[17.78989]]
('N40', 'N131') [[17.789865]]
('N117', 'N164') [[17.789831]]
('N35', 'N167') [[17.78974]]
('N79', 'N214') [[17.78959]]
('N125', 'N203') [[17.789589]]
('N15', 'N52') [[17.789516]]
('N161', 'N204') [[17.789488]]
('N8', 'N85') [[17.78939]]
('N8', 'N43') [[17.789331]]
('N143', 'N165') [[17.78928]]
('N16', 'N155') [[17.789276]]
('N8', 'N60') [[17.788668]]
('N65', 'N186') [[17.788433]]
('N44', 'N180') [[17.788406]]
('N121', 'N182') [[17.788237]]
('N59', 'N155') [[17.788223]]
('N65', 'N149') [[17.788105]]
('N143', 'N155') [[17.788086]]
('N58', 'N184') [[17.787945]]
('N163', 'N206') [[17.787933]]
('N126', 'N127') [[17.7879]]
('N68', 'N76') [[17.787855]]
('N16', 'N137') [[17.787783]]
('N114', 'N237') [[17.787733]]
('N208', 'N234') [[17.787695]]
('N95', 'N249') [[17.787659]]
('N69', 'N102') [[17.787607]]
('N7', 'N103') [[17.78748]]
('N16', 'N122') [[17.78743]]
('N88', 'N145') [[17.787355]]
('N51', 'N75') [[17.787214]]
('N115', 'N137') [[17.78718]]
('N189', 'N197') [[17.787174]]
('N48', 'N197') [[17.787153]]
('N68', 'N198') [[17.78696]]
('N32', 'N45') [[17.786938]]
('N3', 'N235') [[17.786842]]
('N78', 'N154') [[17.78677]]
('N115', 'N199') [[17.78656]]
('N27', 'N36') [[17.786558]]
('N60', 'N136') [[17.786554]]
('N85', 'N154') [[17.78653]]
('N1', 'N204') [[17.786392]]
('N3', 'N138') [[17.786211]]
('N174', 'N252') [[17.786184]]
('N76', 'N223') [[17.78618]]
('N76', 'N244') [[17.78605]]
('N78', 'N113') [[17.786049]]
('N133', 'N242') [[17.785898]]
('N117', 'N217') [[17.785742]]
('N89', 'N138') [[17.785631]]
('N137', 'N204') [[17.7856]]
('N110', 'N190') [[17.785574]]
('N39', 'N72') [[17.785492]]
('N189', 'N198') [[17.785303]]
('N179', 'N213') [[17.785227]]
('N140', 'N199') [[17.785213]]
('N7', 'N32') [[17.785189]]
('N85', 'N138') [[17.785185]]
('N189', 'N200') [[17.7851]]
('N152', 'N217') [[17.785099]]
('N72', 'N235') [[17.785055]]
('N126', 'N139') [[17.785]]
('N16', 'N159') [[17.784979]]
('N136', 'N237') [[17.78497]]
('N26', 'N32') [[17.784822]]
('N237', 'N242') [[17.784792]]
('N59', 'N247') [[17.78471]]
('N102', 'N136') [[17.784658]]
('N85', 'N217') [[17.784607]]
('N22', 'N199') [[17.784554]]
('N54', 'N121') [[17.784502]]
('N126', 'N183') [[17.784288]]
('N58', 'N253') [[17.784237]]
('N37', 'N176') [[17.784117]]
('N78', 'N106') [[17.784073]]
('N72', 'N187') [[17.783998]]
('N237', 'N244') [[17.783964]]
('N81', 'N138') [[17.783945]]
('N74', 'N100') [[17.783915]]
('N44', 'N71') [[17.78391]]
('N61', 'N162') [[17.783905]]
('N11', 'N153') [[17.783882]]
('N8', 'N48') [[17.783846]]
('N21', 'N102') [[17.783691]]
('N3', 'N136') [[17.783478]]
('N68', 'N147') [[17.78346]]
('N42', 'N145') [[17.783405]]
('N45', 'N235') [[17.783394]]
('N109', 'N204') [[17.783346]]
('N17', 'N41') [[17.783068]]
('N83', 'N150') [[17.782999]]
('N113', 'N118') [[17.782967]]
('N148', 'N220') [[17.7828]]
('N179', 'N197') [[17.78272]]
('N42', 'N208') [[17.782711]]
('N22', 'N179') [[17.782703]]
('N162', 'N229') [[17.782606]]
('N115', 'N160') [[17.782522]]
('N147', 'N170') [[17.782385]]
('N32', 'N72') [[17.782373]]
('N32', 'N182') [[17.782291]]
('N32', 'N58') [[17.782267]]
('N141', 'N176') [[17.782116]]
('N131', 'N153') [[17.782057]]
('N77', 'N144') [[17.782055]]
('N61', 'N140') [[17.781982]]
('N98', 'N152') [[17.781933]]
('N101', 'N143') [[17.781809]]
('N42', 'N164') [[17.78179]]
('N66', 'N113') [[17.781748]]
('N55', 'N84') [[17.781647]]
('N130', 'N218') [[17.781527]]
('N62', 'N188') [[17.781416]]
('N56', 'N138') [[17.781372]]
('N46', 'N166') [[17.781343]]
('N194', 'N232') [[17.781012]]
('N164', 'N228') [[17.780952]]
('N31', 'N131') [[17.780949]]
('N143', 'N192') [[17.780924]]
('N63', 'N253') [[17.780878]]
('N91', 'N125') [[17.780832]]
('N222', 'N247') [[17.780628]]
('N68', 'N185') [[17.78061]]
('N15', 'N158') [[17.780565]]
('N76', 'N185') [[17.780552]]
('N137', 'N212') [[17.780546]]
('N198', 'N234') [[17.780437]]
('N44', 'N149') [[17.780401]]
('N46', 'N66') [[17.780392]]
('N21', 'N196') [[17.780302]]
('N134', 'N166') [[17.78001]]
('N46', 'N71') [[17.779804]]
('N84', 'N130') [[17.779797]]
('N28', 'N116') [[17.779755]]
('N65', 'N85') [[17.77969]]
('N138', 'N231') [[17.779516]]
('N164', 'N197') [[17.779482]]
('N52', 'N57') [[17.779322]]
('N4', 'N27') [[17.77927]]
('N26', 'N135') [[17.779215]]
('N7', 'N228') [[17.779173]]
('N102', 'N186') [[17.779118]]
('N12', 'N113') [[17.779037]]
('N35', 'N227') [[17.779016]]
('N33', 'N115') [[17.778946]]
('N113', 'N178') [[17.778873]]
('N29', 'N45') [[17.7787]]
('N71', 'N144') [[17.778645]]
('N45', 'N242') [[17.778435]]
('N16', 'N93') [[17.778402]]
('N56', 'N231') [[17.7784]]
('N103', 'N117') [[17.778316]]
('N179', 'N247') [[17.778288]]
('N33', 'N248') [[17.77806]]
('N16', 'N212') [[17.777847]]
('N66', 'N188') [[17.777756]]
('N57', 'N67') [[17.77713]]
('N27', 'N97') [[17.776842]]
('N231', 'N249') [[17.77684]]
('N64', 'N237') [[17.776619]]
('N85', 'N164') [[17.776373]]
('N58', 'N69') [[17.776318]]
('N9', 'N131') [[17.776188]]
('N3', 'N48') [[17.776186]]
('N33', 'N212') [[17.776125]]
('N16', 'N69') [[17.776096]]
('N169', 'N170') [[17.776047]]
('N49', 'N102') [[17.775875]]
('N46', 'N104') [[17.77578]]
('N64', 'N137') [[17.775736]]
('N119', 'N172') [[17.775707]]
('N143', 'N175') [[17.775663]]
('N34', 'N91') [[17.775639]]
('N63', 'N70') [[17.775576]]
('N11', 'N131') [[17.775433]]
('N167', 'N181') [[17.775429]]
('N92', 'N168') [[17.775396]]
('N56', 'N175') [[17.775316]]
('N135', 'N219') [[17.775244]]
('N14', 'N237') [[17.775227]]
('N21', 'N249') [[17.775148]]
('N34', 'N137') [[17.775126]]
('N10', 'N176') [[17.775105]]
('N41', 'N161') [[17.77503]]
('N8', 'N115') [[17.775017]]
('N137', 'N190') [[17.774965]]
('N35', 'N203') [[17.774925]]
('N22', 'N150') [[17.774885]]
('N13', 'N152') [[17.7746]]
('N26', 'N122') [[17.774591]]
('N75', 'N185') [[17.774588]]
('N16', 'N174') [[17.774319]]
('N55', 'N196') [[17.774296]]
('N7', 'N48') [[17.774277]]
('N59', 'N244') [[17.774225]]
('N55', 'N66') [[17.774221]]
('N96', 'N212') [[17.774105]]
('N167', 'N225') [[17.774044]]
('N73', 'N126') [[17.773935]]
('N117', 'N179') [[17.773932]]
('N64', 'N131') [[17.77385]]
('N222', 'N223') [[17.773836]]
('N15', 'N184') [[17.773699]]
('N83', 'N158') [[17.773537]]
('N20', 'N21') [[17.773441]]
('N103', 'N238') [[17.773317]]
('N174', 'N199') [[17.773298]]
('N242', 'N251') [[17.773268]]
('N32', 'N251') [[17.77318]]
('N7', 'N17') [[17.77311]]
('N106', 'N181') [[17.772985]]
('N15', 'N152') [[17.772833]]
('N39', 'N162') [[17.772402]]
('N91', 'N119') [[17.772348]]
('N117', 'N249') [[17.772053]]
('N164', 'N232') [[17.77205]]
('N140', 'N249') [[17.771944]]
('N164', 'N249') [[17.77165]]
('N16', 'N89') [[17.771545]]
('N100', 'N221') [[17.771387]]
('N144', 'N148') [[17.77138]]
('N161', 'N170') [[17.771288]]
('N60', 'N174') [[17.771194]]
('N18', 'N60') [[17.771187]]
('N45', 'N108') [[17.771152]]
('N16', 'N35') [[17.770845]]
('N18', 'N80') [[17.770517]]
('N17', 'N116') [[17.770376]]
('N87', 'N130') [[17.77027]]
('N201', 'N219') [[17.77011]]
('N56', 'N143') [[17.769949]]
('N32', 'N157') [[17.769821]]
('N79', 'N133') [[17.76981]]
('N14', 'N31') [[17.769724]]
('N102', 'N210') [[17.769606]]
('N64', 'N222') [[17.769522]]
('N100', 'N183') [[17.769447]]
('N3', 'N47') [[17.7694]]
('N15', 'N144') [[17.769375]]
('N32', 'N253') [[17.769302]]
('N27', 'N243') [[17.769121]]
('N72', 'N230') [[17.769089]]
('N2', 'N22') [[17.768967]]
('N55', 'N215') [[17.76892]]
('N26', 'N92') [[17.768896]]
('N69', 'N253') [[17.768866]]
('N233', 'N235') [[17.768847]]
('N35', 'N170') [[17.768835]]
('N204', 'N205') [[17.76868]]
('N95', 'N253') [[17.768515]]
('N48', 'N160') [[17.76849]]
('N17', 'N220') [[17.768427]]
('N146', 'N243') [[17.76842]]
('N180', 'N232') [[17.768375]]
('N17', 'N81') [[17.76816]]
('N14', 'N62') [[17.767962]]
('N26', 'N235') [[17.767954]]
('N42', 'N180') [[17.767916]]
('N3', 'N150') [[17.767635]]
('N22', 'N140') [[17.767492]]
('N3', 'N177') [[17.767298]]
('N81', 'N232') [[17.76723]]
('N131', 'N252') [[17.767223]]
('N103', 'N237') [[17.767048]]
('N27', 'N155') [[17.767044]]
('N39', 'N219') [[17.766895]]
('N56', 'N183') [[17.766891]]
('N65', 'N131') [[17.766863]]
('N79', 'N217') [[17.766846]]
('N116', 'N174') [[17.766832]]
('N105', 'N151') [[17.766766]]
('N79', 'N220') [[17.766684]]
('N29', 'N164') [[17.76662]]
('N63', 'N100') [[17.766449]]
('N160', 'N215') [[17.766403]]
('N17', 'N89') [[17.766367]]
('N117', 'N118') [[17.766327]]
('N45', 'N230') [[17.766212]]
('N215', 'N222') [[17.766104]]
('N115', 'N223') [[17.766104]]
('N157', 'N249') [[17.765924]]
('N219', 'N241') [[17.76586]]
('N56', 'N154') [[17.765747]]
('N120', 'N232') [[17.76572]]
('N143', 'N211') [[17.765684]]
('N73', 'N198') [[17.765482]]
('N55', 'N164') [[17.765469]]
('N46', 'N237') [[17.765383]]
('N53', 'N218') [[17.765211]]
('N32', 'N97') [[17.765198]]
('N102', 'N213') [[17.7651]]
('N145', 'N231') [[17.765076]]
('N54', 'N81') [[17.76498]]
('N141', 'N162') [[17.764977]]
('N175', 'N200') [[17.764936]]
('N36', 'N137') [[17.764833]]
('N172', 'N174') [[17.764797]]
('N14', 'N89') [[17.76471]]
('N65', 'N222') [[17.764688]]
('N54', 'N253') [[17.76467]]
('N89', 'N126') [[17.76455]]
('N26', 'N225') [[17.764545]]
('N155', 'N200') [[17.764519]]
('N136', 'N222') [[17.764517]]
('N34', 'N166') [[17.76426]]
('N161', 'N209') [[17.764004]]
('N1', 'N82') [[17.763962]]
('N138', 'N151') [[17.763958]]
('N126', 'N243') [[17.763948]]
('N153', 'N250') [[17.763824]]
('N67', 'N130') [[17.76377]]
('N110', 'N138') [[17.763763]]
('N142', 'N233') [[17.763742]]
('N14', 'N218') [[17.763664]]
('N135', 'N162') [[17.76361]]
('N62', 'N238') [[17.763605]]
('N91', 'N191') [[17.763597]]
('N16', 'N107') [[17.76349]]
('N8', 'N119') [[17.763441]]
('N176', 'N182') [[17.763401]]
('N12', 'N140') [[17.763395]]
('N202', 'N247') [[17.763273]]
('N58', 'N153') [[17.763205]]
('N78', 'N225') [[17.763186]]
('N145', 'N163') [[17.762909]]
('N150', 'N160') [[17.7627]]
('N163', 'N223') [[17.762617]]
('N48', 'N66') [[17.76239]]
('N35', 'N114') [[17.762356]]
('N20', 'N91') [[17.762236]]
('N41', 'N253') [[17.762175]]
('N126', 'N178') [[17.762135]]
('N15', 'M0P1') [[17.762106]]
('N75', 'M0P2') [[17.761927]]
('N71', 'N175') [[17.76178]]
('N91', 'N112') [[17.761744]]
('N66', 'N85') [[17.761473]]
('N217', 'N219') [[17.761456]]
('N9', 'N188') [[17.761444]]
('N45', 'N72') [[17.76137]]
('N197', 'N228') [[17.76129]]
('N44', 'N233') [[17.761232]]
('N85', 'N115') [[17.761229]]
('N161', 'N206') [[17.76116]]
('N76', 'N154') [[17.76104]]
('N56', 'N123') [[17.761011]]
('N14', 'N228') [[17.760834]]
('N14', 'N46') [[17.760685]]
('N199', 'N238') [[17.760662]]
('N136', 'N198') [[17.760605]]
('N21', 'N164') [[17.760311]]
('N14', 'N70') [[17.760225]]
('N42', 'N75') [[17.760206]]
('N88', 'N171') [[17.760067]]
('N119', 'N148') [[17.759876]]
('N15', 'N142') [[17.759716]]
('N109', 'N248') [[17.759624]]
('N7', 'N104') [[17.759602]]
('N115', 'N187') [[17.759584]]
('N45', 'N88') [[17.759525]]
('N106', 'N199') [[17.75949]]
('N187', 'N253') [[17.759417]]
('N82', 'N130') [[17.759409]]
('N30', 'N170') [[17.759403]]
('N45', 'N70') [[17.759338]]
('N23', 'N162') [[17.759283]]
('N83', 'N143') [[17.759241]]
('N58', 'N135') [[17.759237]]
('N199', 'N234') [[17.759062]]
('N55', 'N133') [[17.758974]]
('N75', 'N174') [[17.758963]]
('N127', 'N253') [[17.758898]]
('N153', 'N187') [[17.758713]]
('N143', 'N167') [[17.758692]]
('N187', 'N208') [[17.758625]]
('N21', 'N100') [[17.758507]]
('N33', 'N44') [[17.758495]]
('N76', 'N122') [[17.758457]]
('N177', 'N233') [[17.758387]]
('N116', 'N121') [[17.758348]]
('N63', 'N217') [[17.758287]]
('N39', 'N73') [[17.758242]]
('N113', 'N241') [[17.758133]]
('N64', 'N176') [[17.758133]]
('N138', 'N203') [[17.758131]]
('N45', 'N125') [[17.757753]]
('N17', 'N114') [[17.757732]]
('N19', 'N56') [[17.75767]]
('N61', 'N67') [[17.757498]]
('N14', 'N136') [[17.757414]]
('N140', 'N188') [[17.757412]]
('N3', 'N203') [[17.757336]]
('N8', 'N163') [[17.75706]]
('N21', 'N109') [[17.757057]]
('N35', 'N119') [[17.757025]]
('N2', 'N244') [[17.756742]]
('N194', 'N209') [[17.756504]]
('N32', 'N250') [[17.75643]]
('N32', 'N197') [[17.755993]]
('N17', 'N120') [[17.755974]]
('N100', 'N222') [[17.755959]]
('N179', 'N253') [[17.755878]]
('N3', 'N45') [[17.75585]]
('N163', 'N198') [[17.755842]]
('N31', 'N64') [[17.755838]]
('N223', 'N234') [[17.755835]]
('N18', 'N46') [[17.755812]]
('N79', 'N179') [[17.755716]]
('N199', 'N226') [[17.755688]]
('N112', 'N249') [[17.755625]]
('N15', 'N235') [[17.75561]]
('N114', 'N154') [[17.755424]]
('N126', 'N225') [[17.75542]]
('N71', 'N233') [[17.7554]]
('N200', 'N219') [[17.755363]]
('N155', 'N219') [[17.755308]]
('N119', 'N252') [[17.75529]]
('N114', 'N120') [[17.75527]]
('N72', 'N202') [[17.755089]]
('N44', 'N164') [[17.755037]]
('N15', 'N159') [[17.75501]]
('N66', 'N72') [[17.754606]]
('N14', 'N135') [[17.754581]]
('N59', 'N219') [[17.75448]]
('N78', 'N197') [[17.75441]]
('N45', 'N102') [[17.754398]]
('N145', 'N158') [[17.754372]]
('N48', 'N62') [[17.754154]]
('N188', 'N190') [[17.753752]]
('N26', 'N77') [[17.753681]]
('N131', 'N186') [[17.753677]]
('N30', 'N179') [[17.75362]]
('N44', 'N62') [[17.753544]]
('N133', 'N184') [[17.75305]]
('N46', 'N50') [[17.752993]]
('N79', 'N230') [[17.7529]]
('N76', 'N101') [[17.752838]]
('N223', 'N253') [[17.752747]]
('N17', 'N30') [[17.75271]]
('N7', 'N123') [[17.752705]]
('N24', 'N104') [[17.752626]]
('N51', 'N170') [[17.75258]]
('N80', 'N219') [[17.752394]]
('N79', 'N184') [[17.752346]]
('N8', 'N235') [[17.752087]]
('N72', 'N186') [[17.752079]]
('N62', 'N142') [[17.751928]]
('N56', 'N149') [[17.751604]]
('N54', 'N127') [[17.751423]]
('N121', 'N190') [[17.75134]]
('N59', 'N96') [[17.751282]]
('N137', 'N234') [[17.751255]]
('N44', 'N79') [[17.75124]]
('N144', 'N220') [[17.751154]]
('N36', 'N121') [[17.750906]]
('N188', 'N249') [[17.75088]]
('N62', 'N235') [[17.750824]]
('N83', 'N167') [[17.750813]]
('N167', 'N199') [[17.750792]]
('N18', 'N158') [[17.750786]]
('N72', 'N178') [[17.750618]]
('N133', 'N222') [[17.750555]]
('N60', 'N199') [[17.750532]]
('N126', 'N220') [[17.750494]]
('N11', 'N251') [[17.750488]]
('N204', 'N220') [[17.750484]]
('N15', 'N54') [[17.750355]]
('N31', 'N219') [[17.750034]]
('N31', 'N58') [[17.749985]]
('N41', 'N232') [[17.749928]]
('N146', 'N200') [[17.749903]]
('N61', 'N96') [[17.749895]]
('N117', 'N123') [[17.749838]]
('N92', 'N149') [[17.749834]]
('N3', 'N222') [[17.749754]]
('N207', 'N219') [[17.74975]]
('N81', 'N198') [[17.749743]]
('N7', 'N133') [[17.749578]]
('N126', 'N136') [[17.749493]]
('N42', 'N167') [[17.749386]]
('N26', 'N186') [[17.749382]]
('N48', 'N115') [[17.74938]]
('N44', 'N63') [[17.749308]]
('N101', 'N217') [[17.748865]]
('N16', 'N20') [[17.74877]]
('N95', 'N204') [[17.748737]]
('N130', 'N151') [[17.748713]]
('N19', 'N218') [[17.748617]]
('N3', 'N36') [[17.748594]]
('N48', 'N76') [[17.748547]]
('N119', 'N168') [[17.748537]]
('N110', 'N217') [[17.748278]]
('N32', 'N181') [[17.748194]]
('N71', 'N72') [[17.748016]]
('N116', 'N159') [[17.747992]]
('N76', 'N189') [[17.747967]]
('N33', 'N41') [[17.747868]]
('N115', 'N149') [[17.74762]]
('N66', 'N252') [[17.747564]]
('N55', 'N158') [[17.747503]]
('N82', 'N113') [[17.74735]]
('N65', 'N114') [[17.747343]]
('N96', 'N135') [[17.74721]]
('N138', 'N167') [[17.747177]]
('N70', 'N131') [[17.747047]]
('N59', 'N131') [[17.746971]]
('N173', 'N219') [[17.746805]]
('N191', 'N235') [[17.746782]]
('N52', 'N145') [[17.746717]]
('N60', 'N125') [[17.746603]]
('N6', 'N176') [[17.746572]]
('N151', 'N225') [[17.746517]]
('N64', 'N171') [[17.746506]]
('N30', 'N131') [[17.746498]]
('N54', 'N133') [[17.74635]]
('N75', 'N170') [[17.74616]]
('N103', 'N189') [[17.746069]]
('N216', 'N253') [[17.745958]]
('N62', 'N106') [[17.745749]]
('N186', 'N190') [[17.74567]]
('N39', 'N76') [[17.745615]]
('N3', 'N66') [[17.74544]]
('N21', 'N180') [[17.745274]]
('N47', 'N88') [[17.745262]]
('N79', 'N242') [[17.745144]]
('N87', 'N242') [[17.745115]]
('N35', 'N181') [[17.74509]]
('N125', 'N174') [[17.745066]]
('N209', 'N229') [[17.744959]]
('N151', 'N161') [[17.744932]]
('N14', 'N92') [[17.74489]]
('N194', 'N201') [[17.744867]]
('N58', 'N200') [[17.74472]]
('N120', 'N131') [[17.744713]]
('N45', 'N150') [[17.744574]]
('N92', 'N135') [[17.744509]]
('N174', 'N187') [[17.744501]]
('N76', 'N202') [[17.744362]]
('N113', 'N213') [[17.744339]]
('N85', 'N174') [[17.74426]]
('N26', 'N110') [[17.74417]]
('N64', 'N89') [[17.744097]]
('N98', 'N199') [[17.744005]]
('N11', 'N134') [[17.743921]]
('N16', 'N58') [[17.743908]]
('N119', 'N181') [[17.743845]]
('N16', 'N186') [[17.743628]]
('N45', 'N201') [[17.743567]]
('N130', 'N237') [[17.743505]]
('N60', 'N72') [[17.743446]]
('N54', 'N204') [[17.743397]]
('N21', 'N92') [[17.743385]]
('N58', 'N201') [[17.743347]]
('N68', 'N249') [[17.743326]]
('N143', 'N206') [[17.74329]]
('N16', 'N251') [[17.743143]]
('N198', 'N219') [[17.743116]]
('N179', 'N242') [[17.74298]]
('N91', 'N252') [[17.742973]]
('N145', 'N152') [[17.742828]]
('N89', 'N111') [[17.742786]]
('N96', 'N162') [[17.74277]]
('N131', 'N145') [[17.742767]]
('N100', 'N231') [[17.742722]]
('N16', 'N161') [[17.742535]]
('N76', 'N248') [[17.742409]]
('N203', 'N233') [[17.74237]]
('N85', 'N150') [[17.742304]]
('N160', 'N253') [[17.742216]]
('N204', 'N244') [[17.74218]]
('N35', 'N234') [[17.742153]]
('N85', 'N139') [[17.742035]]
('N73', 'N219') [[17.74199]]
('N19', 'N42') [[17.741928]]
('N164', 'N233') [[17.741909]]
('N75', 'N253') [[17.741903]]
('N106', 'N160') [[17.74176]]
('N85', 'N160') [[17.741732]]
('N68', 'N189') [[17.741724]]
('N45', 'N191') [[17.7415]]
('N88', 'N193') [[17.74148]]
('N79', 'N151') [[17.741383]]
('N233', 'N244') [[17.741331]]
('N46', 'N120') [[17.74116]]
('N106', 'N250') [[17.741148]]
('N140', 'N146') [[17.741077]]
('N107', 'N143') [[17.741028]]
('N120', 'N219') [[17.740988]]
('N72', 'N209') [[17.740986]]
('N15', 'N53') [[17.740952]]
('N42', 'N100') [[17.740946]]
('N36', 'N197') [[17.740944]]
('N11', 'N120') [[17.740927]]
('N32', 'N170') [[17.74062]]
('N104', 'N194') [[17.740515]]
('N48', 'N206') [[17.74042]]
('N53', 'N168') [[17.740368]]
('N89', 'N229') [[17.740309]]
('N22', 'N68') [[17.74016]]
('N21', 'N44') [[17.740044]]
('N179', 'N184') [[17.739996]]
('N100', 'N109') [[17.73985]]
('N73', 'N194') [[17.739744]]
('N56', 'N189') [[17.739735]]
('N35', 'N56') [[17.739721]]
('N170', 'N230') [[17.739714]]
('N3', 'N159') [[17.739698]]
('N217', 'M0P2') [[17.739588]]
('N30', 'N233') [[17.739529]]
('N45', 'N217') [[17.73938]]
('N8', 'N209') [[17.739336]]
('N26', 'N223') [[17.739296]]
('N146', 'N249') [[17.739233]]
('N73', 'N153') [[17.739084]]
('N92', 'N114') [[17.738985]]
('N14', 'N169') [[17.738914]]
('N98', 'N105') [[17.738853]]
('N56', 'N202') [[17.738846]]
('N114', 'N142') [[17.738726]]
('N54', 'N165') [[17.738726]]
('N77', 'N202') [[17.738691]]
('N39', 'N198') [[17.73868]]
('N12', 'N165') [[17.7385]]
